"business","name","taxcode","latitude","longitude","routines","reinspects","complaints","inspects","ratio","meanscore","highrisks","interval","c1","c2","c3","Score"
"36452","Panini","H24",37.770053,-122.446337,5,1,0,6,0.2,97,0,150,0,0,0,4
"36473","Maggie Cafe","H24",37.794898,-122.406356,5,0,0,5,0,95,0,218,0,0,0,4
"36474","The Sentinel","H24",37.788327,-122.401444,4,0,0,4,0,92,0,350,0,0,0,4
"36494","Blue Bottle Cafe","H29",37.782368,-122.40743,4,0,0,4,0,91,0.25,271,0,0,0,4
"36512","Epic Roasthouse","H26",37.788613,-122.393894,4,0,1,5,0,98,0.25,241,0,0,0,4
"36513","Waterbar","H26",37.788613,-122.393894,5,1,6,12,0.2,91,0.6,207,0,0,0,4
"36519","Pops Sandwich Shop","H26",NA,NA,3,2,0,5,0.67,87,0.33,230,0,0,0,4
"36534","Jewish Community Center of San Francisco","H24",37.787218,-122.447403,3,2,1,6,0.67,88,1,318,0,0,0,4
"36547","Epic Roasthouse","H24",37.788962,-122.387941,4,0,0,4,0,100,0,241,0,0,0,4
"36571","Pagan Restaurant","H25",37.781558,-122.493393,3,2,0,5,0.67,95,0,317,0,0,0,4
"36578","Holy  Grill","H29",37.770728,-122.402962,5,0,0,5,0,91,0.6,195,0,0,0,4
"36602","Cafe Insalata","H25",37.796854,-122.399936,4,2,0,6,0.5,94,0.25,335,0,0,0,4
"36614","Poesia","H25",37.760959,-122.434302,3,2,0,5,0.67,92,0,338,0,0,0,4
"36618","Chug Pub","H24",37.765384,-122.478129,4,2,0,6,0.5,83,0.75,280,1,0,0,3
"36620","King of Thai Noodles","H26",37.798616,-122.407127,3,3,0,6,1,78,0.67,466,1,0,0,3
"36635","Big Slice Pizza","H24",37.769893,-122.447588,3,3,1,7,1,93,0,258,0,0,0,4
"36645","Peekadoodle Kidsclub","H28",37.805427,-122.422854,4,4,0,8,1,92,0.25,271,0,0,0,4
"36651","The Spot Restaurant","H24",37.742344,-122.491219,2,2,0,4,1,88,0,428,0,0,0,4
"36654","Evergreen Cafe","H29",37.794543,-122.403887,3,2,0,5,0.67,89,0,358,0,0,0,4
"36685","Muddy Waters Coffee House Inc","H25",37.751868,-122.420665,4,2,0,6,0.5,96,0,218,0,0,0,4
"36687","Jays Cheesesteak","H24",37.756893,-122.420849,5,3,2,10,0.6,95,0.2,174,0,0,0,4
"36699","Bang San Thai Cuisine","H25",37.785173,-122.417647,5,4,0,9,0.8,77,1.2,254,1,1,0,2
"36728","La Boulange","H25",37.799837,-122.409517,4,2,2,8,0.5,88,0.75,270,0,0,0,4
"36730","Clementine","H26",37.783148,-122.460661,2,1,3,6,0.5,94,0,480,0,0,0,4
"36744","El Castillito Taqueria Star","H25",37.781788,-122.414704,3,4,1,8,1.33,92,0.67,398,0,0,1,3
"36745","Shanghai China Restaurant","H24",37.773447,-122.418123,4,4,0,8,1,83,0.75,291,1,0,0,3
"36750","Peasant Pies","H24",37.763904,-122.469149,3,1,0,4,0.33,90,0.33,244,0,0,0,4
"36758","UVA Enoteca","H25",37.771988,-122.431564,2,3,0,5,1.5,90,0.5,387,0,0,1,3
"36786","Muraccis Japanese Restaurant","H24",37.790924,-122.404094,4,2,0,6,0.5,92,0.75,286,0,0,0,4
"36840","FourBarrel Coffee","H26",37.766994,-122.422035,5,3,3,11,0.6,92,0.4,179,0,0,0,4
"36844","Sallys Restaurant and Deli","H25",37.765718,-122.401685,5,6,0,11,1.2,79,1,227,1,0,1,2
"36850","AK Meat","H28",37.782058,-122.484602,5,0,0,5,0,97,0,221,0,0,0,4
"36861","Double Decker","H24",37.777673,-122.424087,3,3,0,6,1,93,0,427,0,0,0,4
"36875","Daffodil co Orchard Hotel","H26",37.790184,-122.408468,3,1,0,4,0.33,87,0.33,280,0,0,0,4
"36876","Kasa Indian Eatery","H25",37.760974,-122.432959,5,8,3,16,1.6,85,0.6,200,1,0,1,2
"36892","Tea Way","H28",37.763428,-122.481131,6,3,0,9,0.5,87,0.67,172,0,0,0,4
"36928","Mariposa Cafeteria","H26",37.751644,-122.388636,6,8,1,15,1.33,76,2,197,1,1,1,1
"37038","Live Sushi Bar","H25",37.764693,-122.403699,4,2,0,6,0.5,91,0.25,266,0,0,0,4
"37053","Candybar","H24",37.776744,-122.438857,3,1,0,4,0.33,99,0,361,0,0,0,4
"37060","Halu","H24",37.782576,-122.46648,4,0,0,4,0,94,0,292,0,0,0,4
"37090","Basil Canteen","H26",37.772008,-122.413803,4,2,0,6,0.5,84,0.5,364,1,0,0,3
"37115","Pasilla","H25",37.791534,-122.404214,5,1,0,6,0.2,97,0.4,225,0,0,0,4
"37141","Daimaru Sushi","H24",37.764511,-122.430959,5,5,0,10,1,89,0.8,172,0,0,0,4
"37152","Pho Vung Tau Inc","H24",37.798578,-122.409094,4,4,0,8,1,76,1.5,273,1,1,0,2
"37166","Luce Restaurant   Bar","H26",37.781664,-122.404778,5,0,0,5,0,90,0.4,179,0,0,0,4
"37167","InterContinental San Francisco Employee Cafeteria","H25",37.781664,-122.404778,5,0,0,5,0,97,0,179,0,0,0,4
"37168","InterContinental San Francisco 3rd Fl Banquet Kitchen","H26",37.781664,-122.404778,5,0,0,5,0,95,0,179,0,0,0,4
"37169","InterContinental San Francisco 4th Fl Kitchen","H24",37.781664,-122.404778,5,0,0,5,0,100,0,179,0,0,0,4
"37170","InterContinental San Francisco 5th Fl Kitchen","H24",37.781664,-122.404778,5,0,0,5,0,100,0,179,0,0,0,4
"37171","InterContinental San Francisco Club Lounge","H24",37.781664,-122.404778,5,0,0,5,0,93,0.2,179,0,0,0,4
"37173","Celtic Coffee Company","H25",37.780905,-122.414405,3,3,0,6,1,82,0.67,260,1,0,0,3
"37231","Utopia Cafe","H24",37.794723,-122.406944,2,3,0,5,1.5,74,2,527,1,1,1,1
"37232","Cafe Luna","H25",37.788123,-122.447197,3,2,0,5,0.67,97,0,342,0,0,0,4
"37234","Thorough Bread  Pastry","H25",37.766667,-122.428894,5,1,0,6,0.2,99,0,173,0,0,0,4
"37237","New Tai Pei Restaurant","H26",37.732196,-122.474319,6,2,1,9,0.33,86,0.5,206,0,0,0,4
"37256","Mission Noodle House","H28",37.720853,-122.437649,4,1,0,5,0.25,94,0,241,0,0,0,4
"37297","Schoggi","H25",37.785638,-122.404189,5,0,0,5,0,100,0,216,0,0,0,4
"37304","Balompie Cafe No 3 Inc","H24",37.73598,-122.424438,3,0,0,3,0,94,0,316,0,0,0,4
"37316","Royal Ground Coffee","H24",37.797117,-122.421966,5,1,0,6,0.2,94,0,226,0,0,0,4
"37319","Velo Rouge Cafe","H24",37.775383,-122.458415,5,1,0,6,0.2,98,0,182,0,0,0,4
"37344","Civic Restaurant  Bar","H26",37.780597,-122.416464,2,5,1,8,2.5,86,0.5,398,0,0,1,3
"37350","Press Club","H26",37.785386,-122.403723,3,0,0,3,0,93,0,320,0,0,0,4
"37361","Ghirardelli Chocolate Fountain","H24",37.806388,-122.422165,4,2,0,6,0.5,96,0,317,0,0,0,4
"37363","Peets CoffeeMetro Coffee  Concession","H25",37.799005,-122.399862,4,1,0,5,0.25,98,0,253,0,0,0,4
"37364","Peets CoffeeMetropolitan Coffee","H28",37.788823,-122.402022,5,1,0,6,0.2,97,0.2,229,0,0,0,4
"37389","China House Jumbo Seafood Restaurant","H26",37.805514,-122.411914,3,1,1,5,0.33,91,0,358,0,0,0,4
"37398","Victors Bakery","H28",37.743103,-122.473899,3,2,0,5,0.67,65,3,277,1,1,0,2
"37405","Irelands 32","H25",37.781278,-122.461312,3,1,0,4,0.33,90,0,368,0,0,0,4
"37407","Udupi Palace","H25",37.756771,-122.421019,5,3,1,9,0.6,90,0.8,181,0,0,0,4
"37456","Cafe Golo","H24",37.800898,-122.428034,5,1,0,6,0.2,90,0.2,224,0,0,0,4
"37462","Jennys Burger","H25",37.758941,-122.48591,3,2,1,6,0.67,83,0.33,238,1,0,0,3
"37480","Starbucks  Hilton SF","H24",37.786094,-122.410467,4,0,0,4,0,98,0,245,0,0,0,4
"37482","Bursa","H25",37.740144,-122.466569,3,1,0,4,0.33,81,0.67,244,1,0,0,3
"37507","The Pub At SFSU","H24",37.720894,-122.478029,6,0,0,6,0,100,0,186,0,0,0,4
"37575","Club Maris","H25",37.785227,-122.431472,2,1,0,3,0.5,93,0,651,0,0,0,4
"37633","100 Dessert Cafe","H24",37.781988,-122.486252,4,1,1,6,0.25,91,0.25,346,0,0,0,4
"37639","Georges BBQ on 24th","H25",37.752313,-122.416978,4,1,0,5,0.25,96,0.25,263,0,0,0,4
"37650","Jai Yun Restaurant","H25",37.794551,-122.404464,2,3,0,5,1.5,76,2,375,1,1,1,1
"37651","Jack In The Box 545","H29",37.787168,-122.410124,5,4,4,13,0.8,95,0.2,251,0,0,0,4
"37656","Jack In the Box 558","H29",37.780713,-122.469299,6,2,1,9,0.33,99,0,186,0,0,0,4
"37657","Jack In the Box 552","H29",37.788613,-122.393894,4,1,2,7,0.25,90,0,251,0,0,0,4
"37658","Jack In The Box 556","H29",37.741597,-122.406398,5,0,3,8,0,98,0,223,0,0,0,4
"37667","Albona Ristorante Istriano LLC","H24",37.804564,-122.414127,3,1,0,4,0.33,92,0.33,441,0,0,0,4
"37670","Bergerac","H26",NA,NA,2,0,0,2,0,91,0,222,0,0,0,4
"37682","Honey Honey Cafe","H26",37.787863,-122.411407,4,4,1,9,1,89,0.5,268,0,0,0,4
"37688","Peets Coffee  Tea","H25",37.781127,-122.400109,5,1,0,6,0.2,96,0,229,0,0,0,4
"37692","Pomodoro Pizza","H24",37.790368,-122.403907,4,1,0,5,0.25,97,0.25,276,0,0,0,4
"37698","Nook","H24",37.794698,-122.418107,3,0,0,3,0,96,0,326,0,0,0,4
"37717","SF Wraps","H24",37.790593,-122.404024,4,2,1,7,0.5,95,0,238,0,0,0,4
"37731","Zaytoon","H24",37.754698,-122.420945,4,4,0,8,1,95,0.25,208,0,0,0,4
"37792","Auntie Annes Pretzels","H28",37.784848,-122.406892,5,0,1,6,0,97,0.2,182,0,0,0,4
"37802","Lees Deli","H24",37.792828,-122.403575,4,2,0,6,0.5,94,0.25,335,0,0,0,4
"37818","Nicks Crispy Tacos","H24",37.795991,-122.421817,4,4,0,8,1,83,0.75,319,1,0,0,3
"37820","Natural Sensations","H24",37.720894,-122.478029,5,1,0,6,0.2,98,0,188,0,0,0,4
"37832","Vicoletto","H25",37.799618,-122.408264,4,5,0,9,1.25,85,0.75,245,1,0,1,2
"37833","Hollow","H24",37.76368,-122.473198,3,1,0,4,0.33,92,0,244,0,0,0,4
"37879","Cafe Mystique","H25",NA,NA,2,0,0,2,0,68,2.5,262,1,1,0,2
"37886","The Toaster Oven Sandwich Shop","H29",37.790944,-122.392051,3,0,0,3,0,95,0,284,0,0,0,4
"37969","King of Wonton  Noodles","H25",37.763507,-122.478971,4,4,3,11,1,75,2,205,1,1,0,2
"37971","The Pots LLC","H24",37.761118,-122.490711,2,2,0,4,1,80,1.5,351,1,1,0,2
"37985","Mangos Cafe","H24",37.786773,-122.412748,5,0,0,5,0,94,0.2,232,0,0,0,4
"38030","Boccalone","H28",37.795225,-122.39377,5,2,0,7,0.4,96,0.2,240,0,0,0,4
"38061","Baked","H24",37.762533,-122.396819,5,3,0,8,0.6,95,0.4,238,0,0,0,4
"38067","La Boulange","H24",37.787947,-122.403032,6,0,0,6,0,96,0.17,197,0,0,0,4
"38070","Jasmine Garden LLC","H25",37.767718,-122.429332,3,2,2,7,0.67,83,1,326,1,0,0,3
"38072","6001 California Market","H28",37.783984,-122.481969,3,3,1,7,1,90,0.33,365,0,0,0,4
"38073","Java Beach at the Zoo","H24",37.735568,-122.50293,4,1,0,5,0.25,94,0.5,254,0,0,0,4
"38083","Sake Zone","H26",37.782594,-122.471199,5,0,0,5,0,94,0,181,0,0,0,4
"38091","Epicenter Cafe LLC","H25",37.781384,-122.398909,5,2,0,7,0.4,87,0,252,0,0,0,4
"38106","La Mar Cebicheria Peruana","H26",37.788515,-122.463824,2,2,3,7,1,94,0,562,0,0,0,4
"38112","Pizza Zone  Grill","H25",37.779847,-122.418985,5,4,1,10,0.8,87,0.4,179,0,0,0,4
"38126","Schmidts Deli","H28",37.758767,-122.414704,4,0,0,4,0,93,0.25,271,0,0,0,4
"38179","Hillstone Restaurant","H26",37.805643,-122.40529,2,0,1,3,0,94,0,343,0,0,0,4
"38182","Hotel Drisco","H24",37.792243,-122.443237,3,4,0,7,1.33,92,0.33,305,0,0,1,3
"38197","Specialtys Cafe  Bakery","H24",37.789068,-122.40201,5,3,0,8,0.6,96,0,224,0,0,0,4
"38201","Cafe Venue Fremont","H25",37.788864,-122.394613,4,4,0,8,1,80,1.5,235,1,1,0,2
"38202","Ilobasco Restaurant  Pupuseria","H25",37.727898,-122.403751,5,1,0,6,0.2,91,0.2,214,0,0,0,4
"38231","Wines of California Wine Bar","H24",37.80824,-122.410189,4,1,1,6,0.25,93,0.5,270,0,0,0,4
"38247","Good To Go","H24",37.723054,-122.483612,6,0,0,6,0,97,0,180,0,0,0,4
"38259","Amber India Corporation","H26",37.785386,-122.403918,3,0,0,3,0,91,0.33,382,0,0,0,4
"38330","Carlins Corner","H24",37.768168,-122.42225,5,0,1,6,0,99,0,179,0,0,0,4
"38392","Bellissimo Pizza","H24",37.788367,-122.415474,5,2,0,7,0.4,94,0.2,227,0,0,0,4
"38423","Dynamo","H28",37.752928,-122.407612,5,1,0,6,0.2,93,0,237,0,0,0,4
"38428","Holiday Inn Restaurant  Bar","H26",37.777937,-122.413809,3,1,0,4,0.33,75,0.67,346,1,0,0,3
"38442","Yum Yum Hunan","H25",37.786578,-122.440096,5,8,2,15,1.6,80,0.8,192,1,0,1,2
"38447","My Corner Cafe Inc","H25",37.748988,-122.416026,4,2,0,6,0.5,92,0.25,255,0,0,0,4
"38458","Kissa Ko","H24",37.785227,-122.431472,6,1,0,7,0.17,89,1,193,0,0,0,4
"38479","Zare At Fly Trap","H26",37.785404,-122.396979,4,3,0,7,0.75,92,0.25,248,0,0,0,4
"38485","Sweet Passion Bakery","H25",37.742058,-122.498692,6,2,0,8,0.33,90,0.33,197,0,0,0,4
"38530","Portico IV","H26",37.789804,-122.40077,5,6,0,11,1.2,89,0.4,247,0,0,1,3
"38564","Chili Lemon Garlic","H24",37.780914,-122.396389,3,0,0,3,0,73,1.33,404,1,1,0,2
"38565","Discount Center","H28",37.753497,-122.420825,5,2,0,7,0.4,94,0,188,0,0,0,4
"38566","Tropisueno","H25",37.785638,-122.404189,5,1,0,6,0.2,91,0.6,147,0,0,0,4
"38580","Punjab Restaurant","H26",37.752858,-122.408912,4,4,3,11,1,66,2,308,1,1,0,2
"38590","The Organic Coffee Co","H24",37.774722,-122.406761,4,1,0,5,0.25,84,1,205,1,0,0,3
"38595","Brunos Pizza and Restaurant","H25",37.781974,-122.432474,5,0,1,6,0,96,0.2,188,0,0,0,4
"38606","Milan","H24",37.786748,-122.413404,4,4,0,8,1,92,0,208,0,0,0,4
"38611","Sausalito Cafe 1","H24",37.788613,-122.393894,4,1,1,6,0.25,89,1,199,0,0,0,4
"38649","Urban Tavern","H26",37.786094,-122.410467,4,0,0,4,0,97,0,245,0,0,0,4
"38698","The Old Siam Thai Restaurant","H25",37.78527,-122.409496,4,4,0,8,1,90,0.25,322,0,0,0,4
"38709","Pepes Taqueria","H24",37.792577,-122.393992,4,0,0,4,0,96,0.25,251,0,0,0,4
"38752","Little Caesars Pizza","H25",37.715986,-122.440039,5,0,0,5,0,98,0,212,0,0,0,4
"38788","Pizzeria Delfina","H28",37.788878,-122.434283,4,1,0,5,0.25,94,0,287,0,0,0,4
"38797","Dosa on Fillmore","H26",37.785317,-122.433076,4,1,0,5,0.25,96,0,271,0,0,0,4
"38798","Ks Kitchen","H25",37.731503,-122.45237,6,0,0,6,0,94,0.17,193,0,0,0,4
"38808","PPQ Beef Noodle House","H24",37.763603,-122.477497,6,3,3,12,0.5,90,0.5,197,0,0,0,4
"38822","Contigo","H25",37.750908,-122.434075,4,1,0,5,0.25,94,0,255,0,0,0,4
"38833","Sushi Bistro","H24",37.752833,-122.408459,2,0,0,2,0,88,0.5,386,0,0,0,4
"38875","Benjarong Thai Cuisine","H25",37.800148,-122.433894,5,3,0,8,0.6,88,0.6,226,0,0,0,4
"38889","Sudachi","H26",37.787683,-122.420507,4,4,0,8,1,86,0.25,227,0,0,0,4
"38917","Limon Peruvian Rotisserie","H25",37.757014,-122.416696,4,2,4,10,0.5,84,1,287,1,0,0,3
"38979","Macha Cafe","H24",37.787384,-122.422888,5,0,0,5,0,96,0,194,0,0,0,4
"39024","Trattoria Volare Caffe","H25",37.800096,-122.409907,2,6,1,9,3,82,1.5,375,1,1,1,1
"39025","Peets Coffee  Tea","H25",37.794617,-122.401316,5,1,0,6,0.2,95,0,198,0,0,0,4
"39031","Mokis Sushi and Pacific Grill","H25",37.739047,-122.415706,5,1,0,6,0.2,95,0,236,0,0,0,4
"39047","Specialtys Cafe  Bakery","H25",37.791546,-122.399597,4,3,0,7,0.75,89,1,281,0,0,0,4
"39048","Specialtys Cafe  Bakery","H26",37.791953,-122.401998,5,3,0,8,0.6,93,0.6,255,0,0,0,4
"39049","Specialtys Cafe  Bakery","H26",37.789068,-122.40201,5,3,1,9,0.6,93,0.4,224,0,0,0,4
"39050","Specialtys Cafe  Bakery","H28",37.795141,-122.401513,5,3,1,9,0.6,90,0.4,264,0,0,0,4
"39052","Specialtys Cafe  Bakery","H28",37.791957,-122.393379,3,0,1,4,0,91,0,340,0,0,0,4
"39053","Specialtys Cafe  Bakery","H29",37.787254,-122.400212,4,0,0,4,0,90,0.5,271,0,0,0,4
"39076","The Aventine","H25",37.795588,-122.403022,3,4,0,7,1.33,85,0.67,391,1,0,1,2
"39113","Green Papaya Restaurant","H25",37.783827,-122.405051,3,2,1,6,0.67,66,3,312,1,1,0,2
"39119","Brothers Restaurant","H25",37.781148,-122.463762,2,2,0,4,1,92,0,423,0,0,0,4
"39127","The Republic","H26",37.799208,-122.441214,3,4,0,7,1.33,87,1,300,0,0,1,3
"39169","Hissho Sushi  Andronicos","H24",37.763858,-122.471122,3,0,0,3,0,94,0,272,0,0,0,4
"39176","Crave","H25",37.796748,-122.421897,5,5,0,10,1,80,1,226,1,0,0,3
"39205","Rins","H25",37.750983,-122.438608,4,3,0,7,0.75,92,0.25,284,0,0,0,4
"39220","Taqueria La Iguana Azul","H25",37.716195,-122.440642,4,3,1,8,0.75,87,0.25,271,0,0,0,4
"39246","New Sandys Cafe  Deli","H24",37.758941,-122.48591,4,1,0,5,0.25,86,0.75,236,0,0,0,4
"39294","Urban Picnic","H25",37.789186,-122.403793,4,3,0,7,0.75,92,0.5,250,0,0,0,4
"39295","Warfield TheatreF  B Associates","H24",37.782583,-122.409919,2,1,0,3,0.5,91,0,490,0,0,0,4
"39296","Jumpin Java Coffee House","H24",37.766913,-122.433316,4,1,0,5,0.25,90,0.25,243,0,0,0,4
"39396","New Regent Cafe","H25",37.797008,-122.406313,4,4,0,8,1,71,1,228,1,0,0,3
"39398","Baby Blues BBQ San Francisco Inc","H25",37.746953,-122.418954,5,2,0,7,0.4,89,0.6,214,0,0,0,4
"39401","Uncle Boys","H24",37.777293,-122.461569,5,3,0,8,0.6,97,0,186,0,0,0,4
"39403","Frisco Fried","H24",37.73089,-122.392227,4,0,0,4,0,96,0,226,0,0,0,4
"39420","Rodgers Coffee  Tea LLC","H24",37.758618,-122.419632,5,3,0,8,0.6,97,0.2,174,0,0,0,4
"39495","Macys West  Starbucks Coffee Company","H25",37.787423,-122.407417,5,0,0,5,0,96,0,209,0,0,0,4
"39513","Domo","H24",37.775902,-122.426174,5,0,1,6,0,100,0,207,0,0,0,4
"39528","Darwin Cafe","H24",37.780607,-122.396099,5,0,0,5,0,91,0.2,234,0,0,0,4
"39551","La Boulange De Polk","H25",37.797948,-122.422126,4,2,5,11,0.5,88,0.25,246,0,0,0,4
"39586","Loving Cup","H28",37.798587,-122.422257,6,5,0,11,0.83,84,0.83,196,1,0,0,3
"39606","Stable Cafe","H24",37.763228,-122.415135,4,3,3,10,0.75,93,0.5,233,0,0,0,4
"39608","Balboa Teriyaki","H24",37.775804,-122.49665,5,4,4,13,0.8,85,0.4,183,1,0,0,3
"39615","Pitas Cafe","H24",37.787418,-122.423043,5,0,0,5,0,96,0,182,0,0,0,4
"39625","Taqueria San Jose 3","H24",37.804513,-122.413404,4,1,0,5,0.25,92,0,282,0,0,0,4
"39648","Dona Mago","H25",37.765123,-122.417919,5,3,0,8,0.6,95,0.4,178,0,0,0,4
"39665","Peets Coffee  Tea","H29",37.788668,-122.421917,5,0,1,6,0,94,0,251,0,0,0,4
"39667","Peets Coffee  Tea","H25",37.789437,-122.401111,6,0,0,6,0,95,0,197,0,0,0,4
"39687","Frapez","H24",37.760938,-122.434682,4,4,0,8,1,94,0,245,0,0,0,4
"39693","Pizzelle Di North Beach","H24",37.798065,-122.406855,3,4,0,7,1.33,80,0.67,302,1,0,1,2
"39695","Volcano Kitchen","H25",37.780515,-122.477846,4,0,0,4,0,95,0,275,0,0,0,4
"39706","Kappou Gomi","H25",37.780439,-122.478772,4,0,0,4,0,98,0,233,0,0,0,4
"39708","Perrys Embarcadero","H26",37.792663,-122.392403,3,1,1,5,0.33,91,0,294,0,0,0,4
"39773","Zapata Mexican Grill","H25",37.760858,-122.435892,3,3,1,7,1,93,0,260,0,0,0,4
"39808","Thai Thai Gourmet Thai Food","H25",37.794533,-122.403996,4,2,0,6,0.5,92,0,262,0,0,0,4
"39810","Cherry Blossom Bakery","H25",37.782778,-122.468341,3,0,0,3,0,93,0,330,0,0,0,4
"39824","RN74","H26",37.790958,-122.396042,2,0,0,2,0,92,0.5,394,0,0,0,4
"39837","SF Marriott Union SquareCafeteria","H24",37.789298,-122.408264,4,0,0,4,0,97,0,259,0,0,0,4
"39851","Eastside West","H26",37.798737,-122.435806,4,0,0,4,0,96,0,250,0,0,0,4
"39875","Skool","H26",37.768635,-122.402226,4,0,1,5,0,99,0,238,0,0,0,4
"39888","Henrys Hunan Restaurant","H25",37.743427,-122.426664,6,1,0,7,0.17,93,0.33,203,0,0,0,4
"39936","Sodexo at Academy of Art University","H25",37.788978,-122.410684,5,1,0,6,0.2,93,0.6,248,0,0,0,4
"40001","Nopalito","H25",37.773348,-122.439147,3,2,0,5,0.67,96,0.33,286,0,0,0,4
"40029","Infusion Lounge","H26",37.785468,-122.408502,3,1,0,4,0.33,95,0,238,0,0,0,4
"40044","Lins Cafeteria","H25",37.719561,-122.438675,6,2,0,8,0.33,88,0.83,210,0,0,0,4
"40123","Saffron Grill","H24",37.776853,-122.437783,2,2,0,4,1,92,0.5,547,0,0,0,4
"40144","Humphrey Slocombe Ice Cream","H24",37.749851,-122.415121,6,0,0,6,0,91,0,196,0,0,0,4
"40151","Cafe Zazo","H24",37.768608,-122.414812,4,0,0,4,0,93,0,299,0,0,0,4
"40185","5A5 Steak Lounge","H26",37.796921,-122.400039,3,2,0,5,0.67,86,0,413,0,0,0,4
"40212","Borderlands Cafe","H25",37.758997,-122.421344,4,0,0,4,0,100,0,222,0,0,0,4
"40216","Kuishinbo","H24",37.785018,-122.429587,6,0,0,6,0,85,0.33,203,1,0,0,3
"40217","Pizzetta 211","H24",37.783758,-122.482885,4,0,2,6,0,92,0,276,0,0,0,4
"40227","Tsunami Mission Bay","H25",37.775777,-122.394423,5,0,0,5,0,97,0,244,0,0,0,4
"57552","Cafe Prague","H25",37.795398,-122.400944,4,8,1,13,2,75,1,266,1,0,1,2
"57579","Bei Jing Restaurant","H24",37.723457,-122.43748,5,3,1,9,0.6,82,0.6,227,1,0,0,3
"57581","Heavens Dog","H26",37.778204,-122.412258,2,0,0,2,0,92,0.5,645,0,0,0,4
"57584","Sushi Club","H24",37.782954,-122.406771,4,1,1,6,0.25,82,1,255,1,0,0,3
"57599","Pho 2000","H24",37.783913,-122.417684,2,2,0,4,1,88,0.5,260,0,0,0,4
"57623","Ritz Carlton Club  Residences","H25",37.788061,-122.403024,4,0,0,4,0,93,0.75,298,0,0,0,4
"57628","Cafe Enchante","H25",37.779953,-122.485327,6,2,1,9,0.33,95,0.17,188,0,0,0,4
"57698","China Fun Express","H25",37.790055,-122.403915,4,3,0,7,0.75,93,0.25,288,0,0,0,4
"57732","Internos Wine Cafe","H24",37.781793,-122.453596,3,2,0,5,0.67,97,0,232,0,0,0,4
"57751","Mercury Cafe","H24",37.773887,-122.424182,4,3,0,7,0.75,94,0,203,0,0,0,4
"57754","Guckenheimer Enterprises Inc at Google SF","H26",37.789394,-122.390073,4,0,0,4,0,99,0,276,0,0,0,4
"57755","Events Management  Legion of Honor","H26",37.785711,-122.500155,3,0,3,6,0,95,0,322,0,0,0,4
"57774","Queens Louisiana PoBoy Cafe LLC","H25",37.723609,-122.401972,4,0,0,4,0,98,0,258,0,0,0,4
"58573","Haus Coffee","H24",37.752548,-122.413882,5,2,1,8,0.4,87,0.6,239,0,0,0,4
"58574","Goat Hill Pizza","H24",37.780527,-122.397922,4,0,0,4,0,95,0.25,259,0,0,0,4
"58576","Than Tam II","H24",37.763664,-122.421736,5,3,0,8,0.6,87,1.4,181,0,1,0,3
"58610","Events Management  de Young Museum","H26",37.771037,-122.468215,5,1,0,6,0.2,92,0.6,215,0,0,0,4
"58611","North Beach Pizza","H24",37.800428,-122.407517,4,2,1,7,0.5,92,0.25,301,0,0,0,4
"58628","Players","H26",37.80824,-122.410189,4,2,0,6,0.5,90,0.5,208,0,0,0,4
"58637","54 Mint Wine Bar","H26",37.782777,-122.407877,2,0,0,2,0,88,0.5,366,0,0,0,4
"58659","Bread and Cocoa","H25",37.789781,-122.403792,4,5,0,9,1.25,90,0.5,287,0,0,1,3
"58701","Neetos Cafe","H26",37.771095,-122.405092,3,0,0,3,0,99,0,336,0,0,0,4
"58710","Otoro","H24",37.774903,-122.423134,3,4,0,7,1.33,82,0,288,1,0,1,2
"58718","Fishbowl","H24",37.786887,-122.440156,5,1,0,6,0.2,91,0.4,202,0,0,0,4
"58735","Gussies Chicken and Waffles","H26",37.781323,-122.43267,5,0,0,5,0,81,1.6,181,1,1,0,2
"58745","San Francisco Tennis Club","H28",37.776109,-122.398082,5,0,1,6,0,90,0.6,206,0,0,0,4
"58781","Escape From New York Pizza","H24",37.769423,-122.451227,3,0,0,3,0,99,0,302,0,0,0,4
"58840","Grub","H25",37.760838,-122.421505,3,3,9,15,1,92,0.33,338,0,0,0,4
"58861","The Tipsy Pig","H26",37.800286,-122.439982,5,1,1,7,0.2,96,0.4,244,0,0,0,4
"58879","Tonys Pizza","H25",37.800297,-122.409107,3,1,1,5,0.33,87,1,376,0,0,0,4
"58922","Naples Pizzarella","H24",37.714324,-122.436512,4,4,1,9,1,85,0.75,264,1,0,0,3
"58945","The Butler  The Chef Bistro","H25",37.780944,-122.394412,4,1,0,5,0.25,92,0.5,276,0,0,0,4
"59009","Woodhouse Fish Co","H26",37.787386,-122.433476,5,5,0,10,1,93,0.2,186,0,0,0,4
"59019","Teriyaki Express","H24",37.794347,-122.394932,4,2,0,6,0.5,95,0.25,322,0,0,0,4
"59021","Subway 43108","H24",37.720912,-122.437603,5,0,1,6,0,98,0,198,0,0,0,4
"59025","Sushi Umi","H25",37.791308,-122.400134,4,5,0,9,1.25,89,0.5,298,0,0,1,3
"59040","Sun Stream Coffee","H24",37.782255,-122.449956,4,4,0,8,1,96,0,225,0,0,0,4
"59041","Ninas Cafe","H24",37.7761,-122.421177,3,3,0,6,1,90,0.33,440,0,0,0,4
"59044","Taqueria Cazadores","H28",37.749851,-122.415121,5,5,0,10,1,81,1.4,181,1,1,0,2
"59065","San Francisco Soup Company","H25",37.792748,-122.404084,5,1,2,8,0.2,97,0.2,238,0,0,0,4
