"business","name","taxcode","latitude","longitude","routines","reinspects","complaints","inspects","ratio","mean_score","high_risk_violations","interval"
"54","RHODA GOLDMAN PLAZA","H24",37.784626,-122.437734,5,0,0,5,0,95.2,0,194.5
"542","Hamburger Haven","H24",37.782799,-122.467852,4,1,2,7,0.25,90.25,0.25,277.333333333333
"544","THAI TIME RESTAURANT","H24",37.782534,-122.466615,4,0,0,4,0,90.75,0.25,308.333333333333
"547","LITTLE HENRY'S","H24",37.775728,-122.497522,6,2,1,9,0.333333333333333,97.6666666666667,0,167.2
"549","Mescolanza","H25",37.782064,-122.483159,4,0,0,4,0,96.5,0,260
"551","Gordo Taqueria #1","H24",37.782107,-122.483631,3,3,3,9,1,92.3333333333333,0.333333333333333,332.5
"552","Loi's Vietnamese Restaurant","H24",37.763428,-122.481736,5,3,2,10,0.6,84.4,0.8,218.75
"5564","Aramark at Grace Cathedral","H24",37.791538,-122.413334,5,0,0,5,0,97.6,0,214
"557","KATIA'S","H24",37.77721,-122.462874,2,0,0,2,0,92,0,181
"558","CAJUN PACIFIC","H24",37.762304,-122.506543,3,1,0,4,0.333333333333333,92.6666666666667,0,300
"56","CAFE X + O","H24",37.742325,-122.426476,5,0,1,6,0,97.2,0,203.5
"562","DESTINO RESTAURANT","H24",37.771437,-122.423892,6,2,0,8,0.333333333333333,97.3333333333333,0.333333333333333,176.8
"5653","S. F. Chowder A Chili Cart","H28",37.80824,-122.410189,4,1,0,5,0.25,92.25,0.25,296.333333333333
"5654","S. F. Gourmet Hot Dog Cart","H28",37.80824,-122.410189,4,2,1,7,0.5,88.5,1,296.333333333333
"567","SAN FRANCISCO SOUP COMPANY","H24",37.794347,-122.394932,3,0,0,3,0,98,0,262
"573","MUFFIN'S MUFFIN","H24",37.787755,-122.399372,3,0,0,3,0,95,0,250.5
"5744","Fun Food Partners - Aunt Fanny's","H28",37.668824,-122.409411,4,1,0,5,0.25,97.5,0,277.666666666667
"57552","Cafe Prague","H25",37.795398,-122.400944,4,8,1,13,2,75,1,266
"57579","Bei Jing Restaurant","H24",37.723457,-122.43748,6,5,1,12,0.833333333333333,80.8333333333333,0.833333333333333,211
"57581","Heaven's Dog","H26",37.778204,-122.412258,2,0,0,2,0,92.5,0.5,645
"57584","Sushi Club","H24",37.782954,-122.406771,4,1,1,6,0.25,81.5,1,254.666666666667
"57599","Pho 2000","H24",37.783913,-122.417684,3,3,0,6,1,90.3333333333333,0.333333333333333,228
"57623","Ritz Carlton Club & Residences","H25",37.788061,-122.403024,4,0,0,4,0,92.75,0.75,297.666666666667
"57628","Cafe Enchante","H25",37.779953,-122.485327,5,2,1,8,0.4,94.2,0.2,168
"57698","China Fun Express","H25",37.790055,-122.403915,4,3,0,7,0.75,92.75,0.25,287.666666666667
"57732","Internos Wine Cafe","H24",37.781793,-122.453596,4,3,0,7,0.75,94.75,0.25,215.666666666667
"57751","Mercury Cafe","H24",37.773887,-122.424182,5,4,0,9,0.8,92.8,0,214
"57754","Guckenheimer Enterprises, Inc at Google SF","H26",37.789394,-122.390073,4,0,0,4,0,99,0,275.666666666667
"57755","Events Management @ Legion of Honor","H26",37.785711,-122.500155,3,0,3,6,0,95.3333333333333,0,322
"57774","Queen's Louisiana Po-Boy Cafe, LLC","H25",37.723609,-122.401972,4,0,0,4,0,98,0,258
"58","Oasis Grill","H24",37.794483,-122.396584,4,4,0,8,1,89,0.5,301.666666666667
"580","TACO LOS ALTOS","H24",37.738979,-122.414971,5,0,0,5,0,95.4,0.2,213
"58573","Haus Coffee","H24",37.752548,-122.413882,5,2,1,8,0.4,87.4,0.6,238.75
"58574","Goat Hill Pizza","H24",37.780527,-122.397922,4,0,0,4,0,94.75,0.25,259
"58576","Than Tam II","H24",37.763664,-122.421736,6,5,0,11,0.833333333333333,85.1666666666667,1.5,175.6
"58610","Events Management @ de Young Museum","H26",37.771037,-122.468215,5,1,0,6,0.2,92.2,0.6,215.25
"58611","North Beach Pizza","H24",37.800428,-122.407517,4,2,2,8,0.5,91.75,0.25,300.666666666667
"58628","Players","H26",37.80824,-122.410189,4,3,0,7,0.75,90.5,0.5,208.333333333333
"58637","54 Mint Wine Bar","H26",37.782777,-122.407877,2,0,0,2,0,88.5,0.5,366
"58659","Bread and Cocoa","H25",37.789781,-122.403792,4,5,0,9,1.25,90,0.5,287.333333333333
"587","NEW TSING TAO RESTAURANT","H24",37.740654,-122.465389,3,1,0,4,0.333333333333333,87.3333333333333,0,245
"58701","Neetos Cafe","H26",37.771095,-122.405092,3,0,0,3,0,98.6666666666667,0,336.5
"58710","Otoro","H24",37.774903,-122.423134,4,4,0,8,1,85.25,0,301
"58718","Fishbowl","H24",37.786887,-122.440156,5,1,0,6,0.2,91.2,0.4,202
"58735","Gussie's Chicken and Waffles","H26",37.781323,-122.43267,5,0,0,5,0,80.8,1.6,181
"58745","San Francisco Tennis Club","H28",37.776109,-122.398082,5,0,1,6,0,89.8,0.6,206.5
"58781","Escape From New York Pizza","H24",37.769423,-122.451227,4,0,0,4,0,99.5,0,271.333333333333
"588","BURRITO EXPRESS","H24",37.742673,-122.48334,5,2,1,8,0.4,87.2,0.8,225.25
"58840","Grub","H25",37.760838,-122.421505,3,3,10,16,1,91.6666666666667,0.333333333333333,337.5
"58861","The Tipsy Pig","H26",37.800286,-122.439982,5,1,1,7,0.2,96,0.4,244
"58879","Tony's Pizza","H25",37.800297,-122.409107,3,1,2,6,0.333333333333333,92.6666666666667,0.666666666666667,314
"589","WON TON HOUSE","H24",37.754106,-122.477841,5,3,0,8,0.6,83.2,0.8,186
"58922","Naples Pizzarella","H24",37.714324,-122.436512,4,4,1,9,1,85.25,0.75,264
"58945","The Butler & The Chef Bistro","H25",37.780944,-122.394412,4,1,0,5,0.25,92,0.5,275.666666666667
"59009","Woodhouse Fish Co.","H26",37.787386,-122.433476,5,5,0,10,1,92.6,0.2,186
"59019","Teriyaki Express","H24",37.794347,-122.394932,3,1,0,4,0.333333333333333,96,0,266
"59021","Subway #43108","H24",37.720912,-122.437603,6,0,1,7,0,98.6666666666667,0,187.4
"59025","Sushi Umi","H25",37.791308,-122.400134,4,5,0,9,1.25,89,0.5,298
"59040","Sun Stream Coffee","H24",37.782255,-122.449956,4,4,0,8,1,95.5,0,224.666666666667
"59041","Nina's Cafe","H24",37.7761,-122.421177,3,3,0,6,1,89.6666666666667,0.333333333333333,440.5
"59044","Taqueria Cazadores","H28",37.749851,-122.415121,5,5,0,10,1,80.6,1.4,181.25
"59065","San Francisco Soup Company","H25",37.792748,-122.404084,4,1,2,7,0.25,97.75,0.25,242
"59066","RUSSIAN DELI","H28",37.780715,-122.468637,6,2,1,9,0.333333333333333,97.3333333333333,0,187.2
"591","YOU SEE SUSHI","H24",37.762378,-122.462692,3,1,0,4,0.333333333333333,90.6666666666667,0,255
"59124","NOETECA","H24",37.744514,-122.424326,5,0,0,5,0,98.8,0,223.75
"59141","CINDY'S MARKET","H28",37.773387,-122.450703,7,0,0,7,0,97.8333333333333,0.166666666666667,133.833333333333
"59154","Bar Crudo","H25",37.775684,-122.437965,4,3,3,10,0.75,91.5,0,283
"59178","Little Delhi India Restaurant","H26",37.784394,-122.409047,4,7,6,17,1.75,75,1,251.333333333333
"59179","Oasis Cafe","H24",37.777965,-122.438424,3,7,1,11,2.33333333333333,95.6666666666667,0.333333333333333,308
"59215","Enjoy Vegetarian Restaurant #2","H26",37.795675,-122.405098,5,0,0,5,0,96.8,0,237
"59250","Bund Shanghai Restaurant","H26",37.796148,-122.405923,4,2,0,6,0.5,81.25,1.25,244.666666666667
"59251","Maui Wowi Hawaiian","H24",37.80824,-122.410189,4,3,0,7,0.75,84,0.5,256
"59252","Subway Restaurant","H24",37.793996,-122.401019,4,1,0,5,0.25,97.5,0,289.666666666667
"59289","Golden Gate Dim Sum Seafood","H26",37.782243,-122.479009,3,3,0,6,1,90,0,382
"59316","Blue Bottle Coffee","H28",37.795225,-122.39377,4,3,0,7,0.75,95.75,0.25,231
"59331","The Lunch Box","H29",37.723638,-122.452273,5,2,2,9,0.4,93,0.6,198.5
"59338","Soi Gow Thai Noodle Cafe","H25",37.758941,-122.48591,4,2,0,6,0.5,76,1.5,274.666666666667
"59372","Escape from New York Pizza","H28",37.755419,-122.419542,5,1,0,6,0.2,99.2,0,171.75
"59374","Cafe Cagnone","H24",37.790353,-122.432484,6,1,0,7,0.166666666666667,88.1666666666667,0.5,181.4
"59396","Ramen Underground","H24",37.791534,-122.404214,4,3,0,7,0.75,84.6666666666667,0.666666666666667,278.666666666667
"59407","Parkside Quickly","H24",37.742989,-122.477662,6,4,0,10,0.666666666666667,87.3333333333333,0.666666666666667,173.2
"59422","Aveline / The European","H25",37.787008,-122.411304,3,2,0,5,0.666666666666667,93.6666666666667,0.333333333333333,465.5
"595","MAY LEE'S RESTAURANT","H24",37.764854,-122.464186,4,3,0,7,0.75,79.25,0.75,299.666666666667
"59515","Yummy BBQ Kitchen","H25",37.797663,-122.408377,4,5,1,10,1.25,78,1,275
"59517","Beautifull","H25",37.786784,-122.450286,4,2,0,6,0.5,96.5,0,297
"59518","Blue Bottle Coffee Bar","H24",37.786558,-122.400532,3,0,0,3,0,100,0,327
"59520","Sugarcane SF","H24",37.779663,-122.493618,6,2,0,8,0.333333333333333,97.6666666666667,0,187.4
"59543","Sushi Toni","H24",37.79005,-122.409299,3,5,0,8,1.66666666666667,90.6666666666667,0,275
"59552","Dolce & Salato","H26",37.787483,-122.452227,3,2,0,5,0.666666666666667,86.3333333333333,0.333333333333333,336
"59553","Bay Blend Coffee & Tea, Inc.","H24",37.766464,-122.419766,5,4,0,9,0.8,90.6,0.2,194.75
"59574","Pan Lido Salvadoreno","H28",37.755479,-122.417583,4,3,0,7,0.75,85.75,0.75,233
"59577","Pasta Moto of San Francisco Centre LLC","H24",37.784848,-122.406892,5,0,0,5,0,80,1.6,206.75
"59599","Bite","H28",37.788367,-122.415474,5,0,0,5,0,91,0.2,234.75
"59637","Flour & Water","H25",37.758913,-122.412426,3,0,0,3,0,95,0.333333333333333,246.5
"59691","Bouche","H24",37.790323,-122.407348,5,3,0,8,0.6,84.2,1,200.75
"597","Caffe Del Sole","H24",37.785068,-122.464194,3,2,0,5,0.666666666666667,95.6666666666667,0,366.5
"59727","Luigi's Pizzeria","H26",37.80824,-122.410189,4,3,0,7,0.75,82,0.5,306
"59744","Clift Hotel - Banquet Kitchen","H26",37.786974,-122.411136,3,1,0,4,0.333333333333333,98.6666666666667,0,284
"59746","Zogs Dogs","H24",37.789068,-122.40201,4,3,1,8,0.75,93,0.5,281.666666666667
"59761","Holy Gelato","H24",37.758941,-122.48591,4,1,0,5,0.25,93,0,238.666666666667
"59826","JANNAH","H26",37.775813,-122.446047,6,1,0,7,0.166666666666667,82.6666666666667,0.666666666666667,169.4
"59833","Manhattan Hub Inc","H25",37.793693,-122.401194,4,1,0,5,0.25,93.25,0.75,336
"59838","OTD","H26",37.786988,-122.434074,4,1,0,5,0.25,96.25,0.25,257
"59856","Wexler's","H25",37.793868,-122.402564,4,4,0,8,1,89,0.5,263.666666666667
"59872","KAMEKYO","H24",37.765164,-122.449874,4,0,0,4,0,83.5,0.5,288.666666666667
"59896","Saigon Deli Express","H28",37.793654,-122.396309,5,4,0,9,0.8,94.6,0.2,225.75
"59898","Pacific Puffs","H24",37.797033,-122.435687,5,1,0,6,0.2,95,0.2,217.75
"59899","D'Urso Italian Delicatessen","H25",37.778104,-122.393759,4,0,0,4,0,100,0,258
"59922","The Plant Cafe Organic","H26",37.797473,-122.39592,3,2,1,6,0.666666666666667,91,0.333333333333333,407.5
"59934","Ted's Sports Bar & Grill","H25",37.775357,-122.402758,5,0,0,5,0,92.4,0,240
"59935","Zantes Pizza","H25",37.741184,-122.422693,5,6,2,13,1.2,87.6,0.8,212
"59949","Aicha","H24",37.788964,-122.420384,4,1,0,5,0.25,90,1,220.333333333333
"59986","Tsunami Panhandle","H25",37.776838,-122.438563,5,0,0,5,0,96.8,0,220.25
"59988","The Little Chihuahua","H25",37.771987,-122.437147,3,1,0,4,0.333333333333333,95,0.333333333333333,405
"60029","Subway","H29",37.775853,-122.402809,5,0,0,5,0,97.2,0,217.5
"60042","Fresh & Natural 75 LLC","H26",37.739256,-122.381627,4,0,0,4,0,95,0,248.333333333333
"60067","Publico","H28",37.774722,-122.406761,5,0,0,5,0,96,0,198.5
"60086","San Francisco Marriott-Main Kitchen","H26",37.789298,-122.408264,4,1,0,5,0.25,98.5,0,259
"60087","San Francisco Marriott-Banquet Kitchen","H25",37.789298,-122.408264,4,0,0,4,0,99,0,259
"60088","San Francisco Marriott-The Restaurant","H26",37.789298,-122.408264,4,3,0,7,0.75,89.5,1,259
"60115","Hong's Kitchen","H24",37.752923,-122.505759,5,2,0,7,0.4,78.6,0.6,226.75
"60208","Sun Rise Deli","H24",37.788544,-122.400591,3,0,0,3,0,94,0,369
"60210","Cafe Seventy 8","H24",37.744012,-122.422264,5,2,0,7,0.4,96.8,0,216.25
"60230","Philz Coffee","H24",37.782565,-122.420626,3,0,0,3,0,97.3333333333333,0,259
"60254","Delise","H24",37.805713,-122.412687,4,0,0,4,0,95,0,266.666666666667
"60256","The Pub at Ghiradelli Square","H26",37.805427,-122.422854,3,1,0,4,0.333333333333333,94,0,399.5
"60290","Crepe Temptations","H24",37.761113,-122.489539,6,2,2,10,0.333333333333333,95,0,192.8
"60300","Deli De Leon","H25",37.774722,-122.406761,4,2,0,6,0.5,89.25,0.75,266.666666666667
"60318","Cane Rosso","H24",37.795225,-122.39377,5,2,0,7,0.4,97.2,0,229.75
"60331","Sunflower Potrero Hill","H25",37.762647,-122.397545,4,3,0,7,0.75,88.5,0.5,252.666666666667
"60334","Sushi Raw #2","H25",37.727239,-122.432799,4,2,0,6,0.5,93,0.5,257
"60345","Showdogs","H24",37.781834,-122.410869,3,1,0,4,0.333333333333333,91,0.333333333333333,340.5
"60349","Treasure Island Bar & Grill","H24",37.816422,-122.370584,3,1,0,4,0.333333333333333,92.6666666666667,0.666666666666667,350.5
"60354","Taqueria Castillo B","H25",37.783527,-122.409061,3,5,0,8,1.66666666666667,88.3333333333333,0.333333333333333,360.5
"60355","Taqueria Castillo B","H25",37.780994,-122.413637,4,3,0,7,0.75,88.75,0.75,331.333333333333
"60400","STARBELLY","H26",37.764233,-122.43254,6,4,0,10,0.666666666666667,90.8333333333333,0.5,175
"60445","Castro Coffee Company","H28",37.761976,-122.435031,4,2,1,7,0.5,95.5,0,230.333333333333
"60464","Miyabi Sushi","H26",37.805595,-122.413432,4,4,0,8,1,83.25,0.25,268
"60469","Red Crawfish","H25",37.783544,-122.417603,2,3,1,6,1.5,93,0,315
"60472","Mikaku Restaurant","H25",37.789995,-122.405484,4,3,0,7,0.75,82.5,0.5,259
"60473","Dong Baek Korean Restaurant","H25",37.785503,-122.415157,5,1,0,6,0.2,95.2,0,207
"60475","Arabi Mediterranean Cuisine","H24",37.792577,-122.393992,2,0,0,2,0,95,0,231
"60484","Clay Oven Indian Restaurant","H25",37.73678,-122.470377,4,4,0,8,1,80.5,1,316.333333333333
"60518","Ninki Sushi Bar & Restaurant","H24",37.742743,-122.481749,6,2,0,8,0.333333333333333,84,1,185.2
"60544","Manzoni","H24",37.73473,-122.433823,4,0,1,5,0,96,0,301.666666666667
"60551","Annie's Hot Dogs & Pretzels","H28",37.777122,-122.419639,4,0,0,4,0,98.5,0,227.666666666667
"60554","Matching Half","H24",37.777363,-122.441446,4,0,0,4,0,99.5,0,222.333333333333
"60555","Tuk Tuk Thai SF","H24",37.720894,-122.478029,6,0,0,6,0,96,0,186.4
"606","TSING TAO RESTAURANT","H24",37.781624,-122.492609,4,6,0,10,1.5,92.6666666666667,0,139
"60602","Nizario's Pizza No 4","H26",37.797827,-122.406598,5,6,0,11,1.2,83.6,0.8,218.25
"60628","Phillies","H24",37.716165,-122.440572,5,0,0,5,0,95.8,0.6,242
"60644","360 Gourmet Burrito","H25",37.789064,-122.402861,5,3,0,8,0.6,92.4,0.4,245
"60649","Papa John's Pizza","H24",37.717766,-122.474386,6,2,0,8,0.333333333333333,94.3333333333333,0.333333333333333,180
"60697","Macy's Mixed Greens","H24",37.786548,-122.407313,7,3,0,10,0.428571428571429,93.8571428571429,0.428571428571429,163.333333333333
"60710","Great Hunan","H25",37.796263,-122.404497,3,3,0,6,1,75.3333333333333,0.666666666666667,377.5
"60713","Sightglass Roasters","H24",37.777094,-122.40836,3,0,1,4,0,93.6666666666667,0.333333333333333,336.5
"60737","Parkside Tavern","H26",37.742579,-122.487112,4,0,0,4,0,97,0,268.666666666667
"60744","Los Yaquis Restaurant","H25",37.767918,-122.417785,5,4,3,12,0.8,90.4,0.8,173.25
"60754","What's Up Dogs! Express #2","H24",37.778405,-122.415218,2,0,0,2,0,88.5,0.5,359
"60756","BISOU","H25",37.763008,-122.434543,5,3,2,10,0.6,94.4,0,203
"60786","Yamasho","H26",37.786673,-122.420927,5,2,0,7,0.4,94.6,0.2,200
"60787","Coffee Bean and Tea Leaf","H25",37.795108,-122.396184,4,1,0,5,0.25,98.5,0,233.666666666667
"60789","Coffee Bean and Tea Leaf","H24",37.786317,-122.405092,5,0,0,5,0,96.8,0,160.75
"60823","XYZ Restaurant","H26",37.785207,-122.400629,4,1,0,5,0.25,95.75,0.25,303.666666666667
"60824","XYZ Bar","H24",37.785207,-122.400629,4,0,0,4,0,97,0,303.666666666667
"60825","W Cafe","H26",37.785207,-122.400629,4,0,0,4,0,95.5,0,303.666666666667
"60828","Pi Bar","H25",37.749982,-122.420517,5,2,0,7,0.4,96,0,225.5
"60833","Cafe Me","H24",37.795698,-122.402014,3,1,0,4,0.333333333333333,97.3333333333333,0,327.5
"60867","Lori's Diner","H25",37.786797,-122.409747,3,3,1,7,1,89.6666666666667,0.333333333333333,376.5
"60898","Patxi's Chicago Pizza","H26",37.800061,-122.43602,5,4,1,10,0.8,89.8,0.6,202.75
"60909","Ironside","H25",37.780886,-122.390945,5,1,0,6,0.2,93.2,0.4,225.5
"60933","Mayes","H26",37.788313,-122.420254,4,4,0,8,1,88.25,0.75,296.666666666667
"60936","Nubi Yogurt","H24",37.73393,-122.490169,6,1,0,7,0.166666666666667,97.1666666666667,0.166666666666667,188.4
"60963","Fraiche Yogurt","H24",37.787386,-122.433476,5,7,0,12,1.4,89.4,0.2,234.75
"60984","W San Francisco Hotel","H26",37.785207,-122.400629,4,0,0,4,0,95,0,303.666666666667
"60985","MO'Z CAFE","H24",37.783483,-122.407599,5,0,0,5,0,85,1,207.75
"61","Chowders","H24",37.80824,-122.410189,4,0,0,4,0,94.5,0,266
"610","POMELO","H24",37.762378,-122.462692,3,1,0,4,0.333333333333333,83,0.333333333333333,237.5
"61001","Quince Restaurant","H26",37.797378,-122.403344,4,0,0,4,0,99,0,340
"61010","Acme Burgerhaus","H24",37.774813,-122.437794,4,0,0,4,0,90.25,0.25,275.333333333333
"61016","Pupuseria El Golazo","H28",37.715276,-122.432081,4,1,0,5,0.25,95.75,0.25,313
"61058","Stelladoro","H25",37.777018,-122.438157,4,0,0,4,0,96.5,0,255.333333333333
"61073","Fat Angel","H24",37.783237,-122.433243,5,2,0,7,0.4,95.2,0,194.25
"61093","EATS","H25",37.783221,-122.459588,4,2,0,6,0.5,92.5,0,291.666666666667
"61109","East Park Kiosk","H28",37.80824,-122.410189,4,0,0,4,0,98,0,277.666666666667
"61135","Old Mandarin Islamic Restaurant","H24",37.738228,-122.500781,3,0,0,3,0,88.6666666666667,0,218
"61136","Lou's Cafe","H24",37.780543,-122.473129,6,3,0,9,0.5,88.6666666666667,0.333333333333333,190.2
"61161","Jade Garden","H26",37.775728,-122.497612,5,2,2,9,0.4,79.6,0.8,179
"61176","Restaurant Ducroix","H25",37.793657,-122.404364,3,6,0,9,2,78.6666666666667,0,314.5
"61180","Burger Bar SF","H26",37.787423,-122.407417,4,5,0,9,1.25,85.5,0.5,254.666666666667
"61187","The Deli Lama","H25",37.746322,-122.396793,5,0,0,5,0,97,0,187.25
"61188","Circa","H26",37.800763,-122.436517,3,5,1,9,1.66666666666667,80.3333333333333,1,295.5
"61206","Sushi Raw #3","H26",37.771782,-122.433435,2,2,1,5,1,87.5,0.5,573
"61250","Baker and Banker","H26",37.788003,-122.426934,4,2,0,6,0.5,95.5,0,260.333333333333
"61251","Xanath at the Conservatory","H28",37.770989,-122.456402,5,0,1,6,0,93.6,0.4,207
"61284","La Boulange de Noe","H25",37.751618,-122.429392,4,2,0,6,0.5,94,0,275.333333333333
"61285","Cocola","H24",37.728497,-122.475639,6,1,0,7,0.166666666666667,98.1666666666667,0.166666666666667,175.2
"61302","Lucky Dogs","H28",37.797954,-122.435957,5,0,0,5,0,96.4,0,258
"61324","HRD Coffee Shop Inc.","H25",37.781108,-122.395473,4,1,0,5,0.25,90.25,0.25,246.333333333333
"61326","Frances","H24",37.762698,-122.432232,5,1,0,6,0.2,99.6,0,170.25
"61328","Nombe Restaurant LLC","H25",37.757234,-122.418906,5,3,0,8,0.6,94.4,0.4,183
"61351","Don Pisto Restaurants LLC","H26",37.800628,-122.407824,4,5,4,13,1.25,76.75,1.25,305.666666666667
"61356","Red Door Cafe","H24",37.788315,-122.423768,2,1,0,3,0.5,95,0,399
"61389","Vietnam House Restaurant","H24",37.783228,-122.418254,2,5,0,7,2.5,76,1,383
"61390","Fondue Cowboy","H25",37.777504,-122.406948,4,1,0,5,0.25,98,0,268
"61391","Tin Vietnamese Cuisine","H25",37.780828,-122.405752,3,0,0,3,0,67,3,379
"61436","Ozone Thai Restaurant and Lounge","H25",37.781947,-122.392239,4,2,0,6,0.5,82.5,1,261.333333333333
"61438","Green Chile Kitchen","H25",37.7773,-122.441709,5,0,1,6,0,89,0.6,176.5
"61457","Sodexo at Academy of Art University","H26",37.788883,-122.411077,4,0,0,4,0,97,0,211.666666666667
"61460","Pera","H24",37.762493,-122.397073,4,3,2,9,0.75,91.25,0.25,257.666666666667
"61464","Stone Korean Kitchen","H25",37.795108,-122.396184,5,6,0,11,1.2,88.2,0.6,227
"61471","Ruchi","H24",37.781494,-122.396179,4,0,0,4,0,92,0,315
"61492","Hall of Flame Burgers","H24",37.717929,-122.474373,6,0,0,6,0,97.3333333333333,0,194.4
"61494","Golden City Inn","H24",37.731902,-122.391576,5,8,0,13,1.6,81.6,1.2,233.25
"61499","The Plant Cafe Organic","H26",37.793424,-122.398168,4,1,1,6,0.25,94,0.5,317
"615","J & A RESTAURANT","H24",37.709857,-122.449709,5,4,0,9,0.8,89.6,0.4,200.75
"61500","Happy Lounge","H25",37.781143,-122.459709,4,0,0,4,0,100,0,240
"61503","Olive SF","H25",37.784854,-122.417874,4,0,0,4,0,92.25,0.25,215.666666666667
"61504","California Bakery","H25",37.780944,-122.413094,5,7,0,12,1.4,81.4,0.6,256.25
"61512","Delarosa","H26",37.800414,-122.439127,5,2,0,7,0.4,92.6,0.4,222
"61513","Cultive Frozen Yogurt","H25",37.797557,-122.432054,5,1,0,6,0.2,92.8,0,218.25
"61550","Barbacco Eno-Trattoria","H26",37.793419,-122.399088,4,1,0,5,0.25,97,0,275
"61563","Dartealing Lounge","H25",37.781638,-122.396308,4,0,0,4,0,100,0,277.333333333333
"61578","L and M Cafe","H24",37.78086,-122.411944,3,0,0,3,0,89,0.333333333333333,235
"61579","La Oaxaquena Bakery and Restaurant","H25",37.762898,-122.419505,5,7,0,12,1.4,85,0.8,194.25
"61592","The Sacred Grounds Cafe","H25",37.773291,-122.450838,5,1,0,6,0.2,93,0.2,166.5
"61595","Hog & Rocks","H24",37.760153,-122.419849,5,3,6,14,0.6,95.2,0,171.5
"61598","Brothers Pizza","H24",37.741723,-122.505149,4,1,0,5,0.25,90.75,0.75,286.333333333333
"61602","The Grove","H26",37.786474,-122.401788,4,1,0,5,0.25,86,0.75,220.333333333333
"61612","The American Grilled Cheese","H24",37.782268,-122.393063,5,0,0,5,0,99.2,0,218.5
"61613","American Cupcake","H25",37.797623,-122.431007,4,1,0,5,0.25,89,0.5,234.666666666667
"61623","Sammy's on 2nd","H28",37.788248,-122.400138,5,0,0,5,0,100,0,190.25
"61635","Credo Restaurant","H26",37.792036,-122.402002,4,0,0,4,0,99.5,0,273.333333333333
"61639","Cafe Chaat","H26",37.783609,-122.398834,3,4,0,7,1.33333333333333,81,1,289.5
"61641","Donairo's Pizza","H24",37.779663,-122.493618,3,0,0,3,0,99.3333333333333,0,263.5
"61643","Lee's Deli","H28",37.788983,-122.401626,3,1,0,4,0.333333333333333,91.6666666666667,0.333333333333333,391.5
"61656","Buenos Empanadas","H24",NA,NA,2,0,0,2,0,100,0,276
"61669","Good Eats Cafe","H24",37.792237,-122.400124,5,2,0,7,0.4,96.6,0.2,231.25
"61697","Pad Thai Restaurant","H26",37.744722,-122.420435,4,4,0,8,1,89.25,0.25,242
"61728","Emma's Coffeehouse","H24",37.780273,-122.479129,6,0,0,6,0,97.3333333333333,0,165.4
"61736","Rosamunde Sausage Grill","H26",37.751587,-122.418444,5,5,1,11,1,89.8,0.6,208.5
"61749","Yemenis Restaurant","H26",37.788028,-122.418263,4,4,1,9,1,87.75,0.75,252.333333333333
"61789","Coffee Mine","H24",37.774722,-122.406761,4,1,0,5,0.25,74.25,2.25,226.666666666667
"61802","What's Up Dog! Beale","H28",37.790034,-122.394382,3,1,0,4,0.333333333333333,93.3333333333333,0,414
"61816","Bullitt","H25",37.797114,-122.422034,4,4,0,8,1,83,0.5,225
"61823","Sushi Delight","H24",37.770184,-122.425728,4,1,0,5,0.25,91.5,0.5,222
"61856","Yoppi Yogurt","H24",37.793424,-122.398168,3,2,0,5,0.666666666666667,93.3333333333333,0,373.5
"61861","SO","H25",37.772264,-122.407339,4,0,0,4,0,92.25,0.25,256
"61880","Green Bar","H26",37.794958,-122.397294,4,2,4,10,0.5,93.25,0.25,226.333333333333
"61883","Yoppi Yogurt","H24",37.790297,-122.402136,4,2,0,6,0.5,95,0,258.666666666667
"619","A-1 BAKERY","H24",37.724824,-122.460726,6,2,2,10,0.333333333333333,88,0.666666666666667,195.6
"61905","Sushi 509","H26",37.772063,-122.430686,3,1,0,4,0.333333333333333,98,0,404
"61922","Radius","H26",37.776268,-122.408412,3,6,0,9,2,90.3333333333333,0.333333333333333,367
"61923","What's Up Dog! Folsom Street","H24",37.783772,-122.398875,5,0,0,5,0,97.8,0.2,210.5
"61953","Allstars Donuts & Burgers","H24",37.781697,-122.415334,2,2,0,4,1,96,0,195
"61959","Expressions Snack Bar","H28",37.808494,-122.412,4,0,0,4,0,95,0,267
"61976","DELICA","H25",37.795225,-122.39377,4,6,0,10,1.5,92.25,0.25,282.666666666667
"61989","Osha Thai Restaurant & Lounge","H26",37.783662,-122.398704,4,3,0,7,0.75,94.5,0.5,256.333333333333
"62000","Cafe Encore","H24",37.788128,-122.409705,6,3,2,11,0.5,92.8333333333333,0.166666666666667,205.8
"62010","Chile Lindo","H24",37.765155,-122.418766,6,2,0,8,0.333333333333333,98.1666666666667,0.166666666666667,173.2
"62051","Parada 22","H24",37.769303,-122.451961,4,0,0,4,0,94,0,300.666666666667
"62053","The Crepehouse III","H25",37.754698,-122.420945,5,4,1,10,0.8,88.2,0.2,234
"62053","The Crepehouse III","H25",37.754698,-122.420945,5,4,1,10,0.8,88.2,0.2,234
"62057","Ashley's Cafe","H28",37.784976,-122.465169,3,3,2,8,1,81,1,315.5
"62060","Cozy Cable Car Cafe","H24",37.789521,-122.408736,5,1,0,6,0.2,97.8,0.2,193.25
"62069","Golden Eagle Deli & Grill","H28",37.737719,-122.389559,4,0,0,4,0,96.5,0,233.666666666667
"62071","Bistro Central Parc","H25",37.774958,-122.444547,2,0,0,2,0,100,0,356
